MYNamespaceID,MYObjectID,MZDateEdited,MYCollectionID,MYDatasetID[0],MYDatasetID[1],MYDatasetID[2],MYDatasetID[3],MYDatasetID[4],MYDatasetID[5],MYStatus,MYOriginalSpecimenID,MYVerificationStatus[0],MYDocumentLocation,MYPublication[0],MYPublication[1],MYSeparatedFrom,MYPreservation[0],MYPreservation[1],MYLanguage,MYDNASampleLocation,MYGathering[0][MYLeg][0],MYGathering[0][MYDateBegin],MYGathering[0][MYDateEnd],MYGathering[0][MYHabitatDescription],MYGathering[0][MYNotes],MYGathering[0][MYLatitude],MYGathering[0][MYLongitude],MYGathering[0][MYCoordinateSystem],MYGathering[0][MYCoordinateSource],MYGathering[0][MYAlt],MYGathering[0][MYCoordinateNotes],MYGathering[0][MYCountry],MYGathering[0][MYAdministrativeProvince],MYGathering[0][MYDateVerbatim],MYGathering[0][MYMunicipality],MYGathering[0][MYLocality],MYGathering[0][MYSamplingMethod],MYGathering[0][MYLocalityDescription],MYGathering[0][MYCollectingEventName],MYGathering[0][MYUnit][0][MYRecordBasis],MYGathering[0][MYUnit][0][MYLifeStage],MYGathering[0][MYUnit][0][MYSex],MYGathering[0][MYUnit][0][MYNotes],MYGathering[0][MYUnit][0][MYCount],MYGathering[0][MYUnit][0][MYMacroscopy],MYGathering[0][MYUnit][0][MYMeasurement][MYBodyMillimeters][0],MYGathering[0][MYUnit][0][MYIdentification][0][MYTaxonRank],MYGathering[0][MYUnit][0][MYIdentification][0][MYTaxon],MYGathering[0][MYUnit][0][MYIdentification][0][MYAuthor],MYGathering[0][MYUnit][0][MYIdentification][0][MYDet],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypeStatus],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypeSpecies],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypeAuthor],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypifDate],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypeVerification],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypeBasionymePubl],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypePubl]
utu:ZMUT,6013,2022-07-24T22:07:01+0300,HR.1648,GX.1930,GX.1931,GX.1960,GX.1987,GX.1998,,Ok,,Ok,172/20/BOX4,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.HILLT1-150813,Pinned,,english,,"Hopkins, Tapani",30.07.2015,13.08.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Primary forest at higher elevation. Drier than the lower elevation forest. Rocks, gravel and red clay underfoot.

Original trap site description (verbatim as written in Uganda 2014): 
K30 hill top. This and trap HILLT2 were originally going to go by CC and K30S respectively, but those had no hill tops findable. Fallen tree with lots of branches and even leaves, quite a tangle. The insects seem to fly along the tree's trunk, so the trap is near the base of the trunk touching it and cutting their path. Gravelly and rocky soil, so much so it was hard to get pegs in. A Rhyssinae was caught here the previous week, when landed on one of the nearby fallen branches / trees (A267).",,0.548582,30.361364,Wgs84,Gps,1517.241577,,Uganda,Kabarole district,30.07.2015 11:15 - 13.08.2015 09:13,Fort Portal,Kibale National Park,Malaise,"Site HILL, Malaise trap HILLT1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,antenna segments: 40; T1: 1.7,23.8,species,Epirhyssa overlaeti,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,6015,2022-07-24T22:07:39+0300,HR.1648,GX.1930,GX.1931,GX.1960,GX.1987,GX.1998,,Ok,,Ok,172/20/BOX7,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.HILLT1-150813,Pinned,,english,,"Hopkins, Tapani",30.07.2015,13.08.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Primary forest at higher elevation. Drier than the lower elevation forest. Rocks, gravel and red clay underfoot.

Original trap site description (verbatim as written in Uganda 2014): 
K30 hill top. This and trap HILLT2 were originally going to go by CC and K30S respectively, but those had no hill tops findable. Fallen tree with lots of branches and even leaves, quite a tangle. The insects seem to fly along the tree's trunk, so the trap is near the base of the trunk touching it and cutting their path. Gravelly and rocky soil, so much so it was hard to get pegs in. A Rhyssinae was caught here the previous week, when landed on one of the nearby fallen branches / trees (A267).",,0.548582,30.361364,Wgs84,Gps,1517.241577,,Uganda,Kabarole district,30.07.2015 11:15 - 13.08.2015 09:13,Fort Portal,Kibale National Park,Malaise,"Site HILL, Malaise trap HILLT1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,6033,2022-07-24T22:04:50+0300,HR.1648,GX.1930,GX.1931,GX.1966,GX.1989,GX.1998,,Ok,,Ok,172/20/BOX1,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K15T1-150629,Pinned,,english,,"Hopkins, Tapani",15.06.2015,29.06.2015,"Medium altitude moist evergreen forest, disturbed forest (40% basal area logged 1968-1969). 

Trap site description:
Shaded forest sloping mildly towards a swamp. The trap is in a patch where understory Lahorrea (Lahorrea sp.) give extra shade.

Original trap site description (verbatim as written in Uganda 2014): 
In Lahorrea (?) near K15-20. Photo taken. The ground slopes a bit under the trap.",,0.584955,30.364055,Wgs84,Gps,1488.282959,,Uganda,Kabarole district,15.06.2015 11:02 - 29.06.2015 12:53,Fort Portal,Kibale National Park,Malaise,"Site K15, Malaise trap K15T1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,M,,1,,,species,Epirhyssa quagga,"Hopkins et al., 2019","Hopkins, Tapani",,,,,,,
utu:ZMUT,6043,2022-07-24T22:07:40+0300,HR.1648,GX.1930,GX.1931,GX.1973,GX.1991,GX.1998,,Ok,,Ok,172/20/BOX7,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.R93T1-150601,Pinned,,english,,"Hopkins, Tapani",20.05.2015,01.06.2015,"Regenerating forest, former plantation that was logged and left to regenerate to rainforest (clear cut 1987-1994). 

Trap site description:
Semi-closed canopy forest with fairly dense undergrowth (Aframomum sp., ferns etc.).

Original trap site description (verbatim as written in Uganda 2014): 
Trap in old successional forest. Quite tall trees (30m?) though slender, and lots of undergrowth still present. Trap by the side of a natural passage. May consider moving it by a few metres depending on what the catch is.",,0.565347,30.3568,Wgs84,Gps,1506.482788,,Uganda,Kabarole district,20.05.2015 12:00 - 01.06.2015 12:00,Fort Portal,Kibale National Park,Malaise,"Site R93, Malaise trap R93T1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,6045,2022-07-24T22:07:01+0300,HR.1648,GX.1930,GX.1931,GX.1957,GX.1986,GX.1998,,Ok,,Ok,172/20/BOX4,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.CCT1-150113,Pinned,,english,,"Hopkins, Tapani",29.12.2014,13.01.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Tall closed canopy primary forest on a mild slope towards the river. Red clay underfoot. Fallen trees allowed some light to reach the forest floor, resulting in a lush undergrowth around the trap and large amounts of decaying wood. The trap was next to a large fallen tree (Fagara macrophylla 48cm diameter).

Original trap site description (verbatim as written in Uganda 2014): 
Trap by large fallen tree trunk (quite solid wood), CC slopes. Fairly closed canopy except round trap where fallen tree has opened the canopy a bit.Trap spans a passage in the undergrowth which crosses the trunk, and is touching the trunk at one end, Quite a few insects were flying along this route. This is also waypoint 187: CC slope. Lots of tall trees of varying kinds, but also fallen trunks and a surprising amount of light reaching the ground. As a result, also lots of saplings and undergrowth - some of the plants I havent seen elsewhere. Some insects flying, and there was also a kääpä (bracket fungus?) with flies landing and mating. Photos taken of the site and of the flies, plus a video of the flies.",,0.549693,30.367301,Wgs84,Gps,1454.192017,,Uganda,Kabarole district,29.12.2014 09:30 - 13.01.2015 08:57,Fort Portal,Kibale National Park,Malaise,"Site CC, Malaise trap CCT1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,U,Currently on loan in Switzerland,1,,,species,Epirhyssa overlaeti,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,6046,2019-10-24T18:53:24+0300,HR.1648,GX.1930,GX.1931,GX.1998,GX.7155,,,Ok,A197,Ok,"Freezer in insect collect room, Zoological Museum of the University of Turku",https://doi.org/10.3897/zookeys.878.37845,,,Ethanol96,Frozen,english,,"Hopkins, Tapani",03.10.2014,03.10.2014,"Original description (verbatim as written in Uganda 2014): 
Small fallen tree or branch (Update 27.8.2015: Uvariopsis), near the large fallen tree with rotting trunk and smaller fallen branches & trees nearby. (Photos of small tree taken including of one of the ichneumonids which probably same species though not caught) Semi-open canopy with Palisota and Afromamum undergrowth (more Palisota than Afromamum by the tree).","Original notes (verbatim as written in Uganda 2014): 
At least four of these yellow Rhyssinae(?) kept on coming to this spot. A197, A201 and A202 caught of this species.",0.5646,30.359215,Wgs84,Gps,1375.727173,Waypoint A195 on GPS,Uganda,Kabarole district,03.10.2014 06:51,Fort Portal,Kibale National Park,Net,"site K30 near site R93, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,M,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,6047,2019-10-24T18:53:24+0300,HR.1648,GX.1930,GX.1931,GX.1998,GX.7155,,,Ok,A201,Ok,"Freezer in insect collect room, Zoological Museum of the University of Turku",https://doi.org/10.3897/zookeys.878.37845,,,Ethanol96,Frozen,english,,"Hopkins, Tapani",03.10.2014,03.10.2014,"Original description (verbatim as written in Uganda 2014): 
Small fallen tree or branch (Update 27.8.2015: Uvariopsis), near the large fallen tree with rotting trunk and smaller fallen branches & trees nearby. (Photos of small tree taken including of one of the ichneumonids which probably same species though not caught) Semi-open canopy with Palisota and Afromamum undergrowth (more Palisota than Afromamum by the tree).","Original notes (verbatim as written in Uganda 2014): 
At least four of these yellow Rhyssinae(?) kept on coming to this spot. A197, A201 and A202 caught of this species.",0.564546,30.359402,Wgs84,Gps,1481.145874,Waypoint A201 on GPS,Uganda,Kabarole district,03.10.2014 07:36,Fort Portal,Kibale National Park,Net,"site K30 near site R93, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,M,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,6048,2019-10-24T18:53:24+0300,HR.1648,GX.1930,GX.1931,GX.1998,GX.7155,,,Ok,A214,Ok,"Freezer in insect collect room, Zoological Museum of the University of Turku",https://doi.org/10.3897/zookeys.878.37845,,,Ethanol80,Frozen,english,,"Hopkins, Tapani",06.10.2014,06.10.2014,"Original description (verbatim as written in Uganda 2014): 
Rhyssinae male, landed on fallen tree or branch  (Update 27.8.2015: Uvariopsis). Same spot as earlier: Small fallen tree or branch, near the large fallen tree with rotting trunk and smaller fallen branches & trees nearby. (Photos of small tree taken including of one of the Rhyssinae) Semi-open canopy with Palisota and Afromamum undergrowth (more Palisota than Afromamum by the tree).","Original notes (verbatim as written in Uganda 2014): 
Rhyssinae male, landed on fallen tree or branch  (Update 27.8.2015: Uvariopsis). At least four of these yellow Rhyssinae(?) kept on coming to this spot. A197, A201 and A202 caught of this species 3.10, A214 and A215 6.10.",0.564545,30.359304,Wgs84,Gps,1511.924561,Waypoint A214 on GPS,Uganda,Kabarole district,06.10.2014 06:22,Fort Portal,Kibale National Park,Net,"site K30 near site R93, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,M,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,6049,2019-10-24T18:53:24+0300,HR.1648,GX.1930,GX.1931,GX.1998,GX.7155,,,Ok,A215,Ok,"Freezer in insect collect room, Zoological Museum of the University of Turku",https://doi.org/10.3897/zookeys.878.37845,,,Ethanol80,Frozen,english,,"Hopkins, Tapani",06.10.2014,06.10.2014,"Original description (verbatim as written in Uganda 2014): 
Rhyssinae male, landed under leaf next to fallen tree or branch  (Update 27.8.2015: Uvariopsis). Same spot as earlier: Small fallen tree or branch, near the large fallen tree with rotting trunk and smaller fallen branches & trees nearby. (Photos of small tree taken including of one of the Rhyssinae) Semi-open canopy with Palisota and Afromamum undergrowth (more Palisota than Afromamum by the tree).","Original notes (verbatim as written in Uganda 2014): 
Rhyssinae male, landed under leaf next to fallen tree or branch  (Update 27.8.2015: Uvariopsis). At least four of these yellow Rhyssinae(?) kept on coming to this spot. A197, A201 and A202 caught of this species 3.10, A214 and A215 6.10.",0.564545,30.359304,Wgs84,Gps,1511.924561,Waypoint A214 on GPS,Uganda,Kabarole district,06.10.2014 06:22,Fort Portal,Kibale National Park,Net,"site K30 near site R93, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,M,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,6050,2019-10-24T18:53:24+0300,HR.1648,GX.1930,GX.1931,GX.1998,GX.7155,,,Ok,A267,Ok,"Freezer in insect collect room, Zoological Museum of the University of Turku",https://doi.org/10.3897/zookeys.878.37845,,,Ethanol80,Frozen,english,Left middle leg placed in tube with 96% ethanol and frozen,"Hopkins, Tapani",10.10.2014,10.10.2014,"Original description (verbatim as written in Uganda 2014): 
Female yellow Rhyssinae! Caught by Isaiah by hand. Landed on fallen trunk, a fairly old one (mold + fungus) but still very solid. K30 hilltop. Photos taken of site (trunk where landed) and of ichno.","Original notes (verbatim as written in Uganda 2014): 
Female yellow Rhyssinae! Caught by Isaiah by hand. Landed on fallen trunk, a fairly old one (mold + fungus) but still very solid. K30 hilltop. Photos taken of site (trunk where landed) and of ichno.",0.548591,30.361478,Wgs84,Gps,1521.656738,Waypoint A267 on GPS,Uganda,Kabarole district,10.10.2014 09:20,Fort Portal,Kibale National Park,Net,"site K30, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,6051,2019-10-24T18:53:24+0300,HR.1648,GX.1930,GX.1931,GX.1998,GX.7155,,,Ok,A408,Ok,"Freezer in insect collect room, Zoological Museum of the University of Turku",https://doi.org/10.3897/zookeys.878.37845,,,Ethanol80,Frozen,english,Left middle leg placed in tube with 96% ethanol and frozen,"Hopkins, Tapani",29.10.2014,29.10.2014,"Original description (verbatim as written in Uganda 2014): 
Landed on fallen branch (or slender trunk). Trunk has insect holes and has been lying on ground for quite a while, but still fairly solid (fingernails sink halfway into the wood if pressed hard). Caught by Isaiah. photos taken of trunk and of the wasp.","Original notes (verbatim as written in Uganda 2014): 
Rhyssinae female! Landed on fallen branch (or slender trunk). Trunk has insect holes and has been lying on ground for quite a while, but still fairly solid (fingernails sink halfway into the wood if pressed hard). Caught by Isaiah. photos taken of trunk and of the wasp.",0.562527,30.361612,Wgs84,Gps,1528.255127,Waypoint A408 on GPS,Uganda,Kabarole district,29.10.2014 10:48,Fort Portal,Kibale National Park,Net,Kanyawara,Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,6052,2019-10-24T18:53:25+0300,HR.1648,GX.1930,GX.1931,GX.1998,GX.7155,,,Ok,A430,Ok,"Freezer in insect collect room, Zoological Museum of the University of Turku",https://doi.org/10.3897/zookeys.878.37845,,,Ethanol96,Frozen,english,,"Hopkins, Tapani",30.10.2014,30.10.2014,"Original description (verbatim as written in Uganda 2014): 
By trail, Rhyssinae male who was searching a fallen trunk, and caught when landing on a leaf by the trunk. Trunk has moss, insect bore holes, lichen, and otherwise shows signs of decay. My fingernail sank deep into the wood. Diameter ca 15 cm.","Original notes (verbatim as written in Uganda 2014): 
By trail, Rhyssinae male who was searching a fallen trunk, and caught when landing on a leaf by the trunk. Trunk has moss, insect bore holes, lichen, and otherwise shows signs of decay. My fingernail sank deep into the wood. Diameter ca 15 cm.",0.563635,30.360463,Wgs84,Gps,1508.237793,Waypoint A430 on GPS,Uganda,Kabarole district,30.10.2014 09:18,Fort Portal,Kibale National Park,Net,Kanyawara,Uganda 2014-2015,PreservedSpecimen,Adult,M,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,6053,2019-10-24T18:53:25+0300,HR.1648,GX.1930,GX.1931,GX.1998,GX.7155,,,Missing,A441,Ok,"Freezer in insect collect room, Zoological Museum of the University of Turku. (Almost certainly still there, but seems to have ended up in the wrong plastic bag)",https://doi.org/10.3897/zookeys.878.37845,,,Ethanol80,Frozen,english,Left middle leg placed in tube with 96% ethanol and frozen,"Hopkins, Tapani",31.10.2014,31.10.2014,"Original description (verbatim as written in Uganda 2014): 
Female Rhyssinae landed on a Palisota leaf next to a slender fallen trunk. Same place where males have been caught before (A201 etc) and there was also a male visible. Photos taken of site (including Palisota leaf) and of wasp. Earlier description of site (A201): Small fallen tree or branch, near the large fallen tree with rotting trunk and smaller fallen branches & trees nearby. (Photos of small tree taken including of one of the ichneumonids which probably same species though not caught) Semi-open canopy with Palisota and Afromamum undergrowth (more Palisota than Afromamum by the tree).","Original notes (verbatim as written in Uganda 2014): 
Female Rhyssinae landed on a Palisota leaf next to a slender fallen trunk. Same place where males have been caught before (A201 etc) and there was also a male visible. Photos taken of site (including Palisota leaf) and of wasp. At least four of these yellow Rhyssinae(?) kept on coming to this spot. A197, A201 and A202 caught of this species. This Rhyssinae kept in net cage in duplex, but got poorly and put in ethanol 2.11.2014.",0.564596,30.359394,Wgs84,Gps,1515.225952,Waypoint A441 on GPS,Uganda,Kabarole district,31.10.2014 10:21,Fort Portal,Kibale National Park,Net,"Site K30 near site R93, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,6054,2022-07-24T22:07:40+0300,HR.1648,GX.1930,GX.1931,GX.1957,GX.1986,GX.1998,,Ok,,Ok,172/20/BOX7,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.CCT1-150421,Pinned,,english,,"Hopkins, Tapani",07.04.2015,21.04.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Tall closed canopy primary forest on a mild slope towards the river. Red clay underfoot. Fallen trees allowed some light to reach the forest floor, resulting in a lush undergrowth around the trap and large amounts of decaying wood. The trap was next to a large fallen tree (Fagara macrophylla 48cm diameter).

Original trap site description (verbatim as written in Uganda 2014): 
Trap by large fallen tree trunk (quite solid wood), CC slopes. Fairly closed canopy except round trap where fallen tree has opened the canopy a bit.Trap spans a passage in the undergrowth which crosses the trunk, and is touching the trunk at one end, Quite a few insects were flying along this route. This is also waypoint 187: CC slope. Lots of tall trees of varying kinds, but also fallen trunks and a surprising amount of light reaching the ground. As a result, also lots of saplings and undergrowth - some of the plants I haven’t seen elsewhere. Some insects flying, and there was also a kääpä (bracket fungus?) with flies landing and mating. Photos taken of the site and of the flies, plus a video of the flies.",,0.549693,30.367301,Wgs84,Gps,1454.192017,,Uganda,Kabarole district,07.04.2015 09:30 - 21.04.2015 09:30,Fort Portal,Kibale National Park,Malaise,"Site CC, Malaise trap CCT1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,M,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
